,IUPAC,SMILES
226,"3,5-dimethyl-1-octylpyridinium bis(trifluoromethylsulfonyl)amide",QUERY NOT FOUND
227,"2,3-dimethyl-1-octylpyridinium bis(trifluoromethylsulfonyl)amide",QUERY NOT FOUND
228,5-ethyl-2-methyl-1-octylpyridinium bis(trifluoromethylsulfonyl)amide,QUERY NOT FOUND
229,1-octyl-3-methylimidazolium trifluoromethanesulfonate,CCCCCCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
230,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
231,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CCCC[n+]1ccc(cc1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
232,3-methyl-1-octylimidazolium dicyanamide,QUERY NOT FOUND
233,1-methyl-3-octylimidazolium perfluorobutanesulfonate,QUERY NOT FOUND
234,1-butyl-4-methylpyridinium trifluoromethanesulfonate,CCCC[n+]1ccc(cc1)C.C(F)(F)(F)S(=O)(=O)[O-]
235,1-butyl-1-methylpyrrolidinium tetracyanoborate,CCCC[N+]1(CCCC1)C.N#C[B-](C#N)(C#N)C#N
236,ammonium dinitramide,QUERY NOT FOUND
237,"1H-imidazolium, 1-butyl-3-methyl-, (OC-6-11)-hexafluoroantimonate(1-)",QUERY NOT FOUND
238,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
239,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F
240,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,CCC[n+]1cccc(c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
241,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
242,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",CCCCn1cc[n+](c1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
243,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(CCCC1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
244,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,CCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
245,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
246,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
247,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
248,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,c1c[n+](cn1CCCCC)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
249,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",Cn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
250,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
251,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
252,N-hexylisoquinolinium bis(trifluoromethylsulfonyl)imide,CCCCCC[n+]1ccc2ccccc2c1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
253,"1-butyl-3-methylimidazolium 4,5-dicyano-2-(trifluoromethyl)imidazolide",QUERY NOT FOUND
254,"1-butyl-3-methylimidazolium 4,5-dicyano-2-(trifluoromethyl)imidazolide",QUERY NOT FOUND
255,1-ethyl-3-methylimidazolium tetrafluoroborate,CCn1cc[n+](c1)C.[B-](F)(F)(F)F
256,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
257,1-propyl-3-methylimidazolium tetrafluoroborate,CCCn1cc[n+](c1)C.[B-](F)(F)(F)F
258,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
259,3-hexyl-1-methyl-1H-imidazolium bromide,CCCCCC[n+]1cc[n](c1)C.[Br-]
260,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
261,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
262,1-methyl-3-octylimidazolium bromide,CCCCCCCCn1cc[n+](c1)C.[Br-]
263,1-methyl-3-(3-sulfopropyl)-imidazolium hydrogensulfate,O=S(=O)(O)CCCn1cc[n+](c1)C.OS(=O)(=O)[O-]
264,1-methyl-3-(4-sulfobutyl)-imidazolium hydrogensulfate,O=S(=O)(O)CCCCn1cc[n+](c1)C.OS(=O)(=O)[O-]
265,1-butyl-3-(4-sulfobutyl)-imidazolium hydrogensulfate,O=S(=O)(O)CCCC[n+]1ccn(c1)CCCC.OS(=O)(=O)[O-]
266,1-butyl-3-(3-sulfopropyl)-imidazolium hydrogensulfate,CCCCn1cc[n+](c1)CCCS(=O)(=O)[O-].OS(=O)(=O)[O-]
267,1-[2-(ethylsulfonyl)ethyl]-3-methyl-1H-imidazol-3-ium trifluoromethanesulfonate,O=S(=O)(CC)CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
268,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F
269,1-ethyl-3-methylimidazolium thiocyanate,CCn1cc[n+](c1)C.C(#N)[S-]
270,1-butyl-3-methylimidazolium dicyanamide,CCCCn1cc[n+](c1)C.C(#N)[N-]C#N
271,1-butyl-1-methylpyrrolidinium dicyanamide,CCCC[N+]1(CCCC1)C.C(#N)[N-]C#N
272,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
273,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
274,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
275,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(CCCC1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
276,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
277,1-ethyl-3-methylimidazolium ethyl sulfate,CCn1cc[n+](c1)C.CCOS(=O)(=O)[O-]
278,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
279,3-decyl-1-methyl-1H-imidazolium thiocyanate,c1c[n+](cn1CCCCCCCCCC)C.C(#N)[S-]
280,methyltrioctylammonium trifluoroacetate,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(=O)(C(F)(F)F)[O-]
281,1-butyl-3-methylimidazolium octyl sulfate,CCCCn1cc[n+](c1)C.CCCCCCCCOS(=O)(=O)[O-]
282,1-butyl-3-methylimidazolium trifluoroacetate,CCCCn1cc[n+](c1)C.C(=O)(C(F)(F)F)[O-]
283,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
284,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
285,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,CCCC[N+]1(CCCC1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
286,1-butyl-3-methylimidazolium methylsulfate,CCCCn1cc[n+](c1)C.COS(=O)(=O)[O-]
287,ammonium dinitramide,QUERY NOT FOUND
288,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
289,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
290,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",CCCCn1cc[n+](c1C)C.[B-](F)(F)(F)F
291,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
292,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",CCCCn1cc[n+](c1C)C.[B-](F)(F)(F)F
293,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
294,"N-ethyl-N,N-dimethyl-N-butylammonium ethyl sulfate",QUERY NOT FOUND
295,"N-ethyl-2-hydroxy-N,N-dimethylethanaminium 1-butanesulfonate",QUERY NOT FOUND
296,"N-ethyl-N-(2-hydroxyethyl)-N,N-dimethylammonium ethyl sulfate",QUERY NOT FOUND
297,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F
298,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F
299,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(CCCC1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
300,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(CCCC1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
301,1-hexylpyridinium dicyanamide,CCCCCC[n+]1ccccc1.C(#N)[N-]C#N
302,1-pentylpyridinium dicyanamide,CCCCC[n+]1ccccc1.C(#N)[N-]C#N
303,1-butylpyridinium dicyanamide,CCCC[n+]1ccccc1.C(#N)[N-]C#N
304,1-propylpyridinium dicyanamide,CCC[n+]1ccccc1.C(#N)[N-]C#N
305,1-ethylpyridinium dicyanamide,CC[n+]1ccccc1.C(#N)[N-]C#N
306,1-butyl-1-methylpyrrolidinium tricyanomethanide,CCCC[N+]1(CCCC1)C.C(=C(C#N)C#N)=[N-]
307,1-butyl-4-methylpyridinium tricyanomethanide,CCCC[n+]1ccc(cc1)C.C(=C(C#N)C#N)=[N-]
308,1-butyl-3-methylimidazolium tricyanomethane,CCCCn1cc[n+](c1)C.C(#N)[C-](C#N)C#N
309,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
310,1-ethyl-3-methylimidazolium bromide,CCn1cc[n+](c1)C.[Br-]
311,1-butyl-3-methylimidazolium bromide,CCCCn1cc[n+](c1)C.[Br-]
312,"N,N,N-triethyl-N-hexylammonium tetrafluoroborate",CC[N+](CC)(CC)CCCCCC.[B-](F)(F)(F)F
313,tetraethylammonium tetrafluoroborate,CC[N+](CC)(CC)CC.[B-](F)(F)(F)F
314,"N,N,N-triethyloctan-1-aminium hexafluorostibate",QUERY NOT FOUND
315,"N,N,N-triethyl-N-octylammonium hexafluorophosphate",CC[N+](CC)(CC)CCCCCCCC.F[P-](F)(F)(F)(F)F
316,"N,N,N-triethyl-N-octylammonium tetrafluoroborate",CC[N+](CC)(CC)CCCCCCCC.[B-](F)(F)(F)F
317,tetraethylammonium hexafluoroantimonate,QUERY NOT FOUND
318,tetraethylammonium hexafluorophosphate,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F
319,1-methyl-3-octylimidazolium chloride,CCCCCCCCn1cc[n+](c1)C.[Cl-]
320,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F
321,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
322,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
323,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F
324,1-methyl-3-octylimidazolium chloride,CCCCCCCCn1cc[n+](c1)C.[Cl-]
325,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",C[n+]1cc[nH]c1.CC(CC(C)(C)C)CP(=O)(CC(C)CC(C)(C)C)[O-]
326,"1,3-propanediol, 2-amino-2-(hydroxymethyl)-, hydrochloride",QUERY NOT FOUND
327,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
328,1-butyl-3-methylimidazolium acetate,CCCCn1cc[n+](c1)C.CC(=O)[O-]
329,1-ethyl-3-methylimidazolium acetate,CCn1cc[n+](c1)C.CC(=O)[O-]
330,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
331,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
332,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
333,2-octylisoquinolinium thiocyanate,CCCCCCCC[n+]1ccc2ccccc2c1.C(#N)[S-]
334,2-hexylisoquinolinium thiocyanate,QUERY NOT FOUND
335,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,C[N+]1(CCCC1)CCOC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
336,1-butyl-3-methylimidazolium thiocyanate,CCCCn1cc[n+](c1)C.C(#N)[S-]
337,1-ethyl-3-methylimidazolium thiocyanate,CCn1cc[n+](c1)C.C(#N)[S-]
338,"1,1-dimethylhydrazinium azide",QUERY NOT FOUND
339,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
340,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F
341,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
342,1-ethyl-3-methylimidazolium ethyl sulfate,CCn1cc[n+](c1)C.CCOS(=O)(=O)[O-]
343,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
344,triethylammonium hydrogen sulfate,CC[NH+](CC)CC.OS(=O)(=O)[O-]
345,triethylammonium acetate,CC[NH+](CC)CC.CC(=O)[O-]
346,diethylammonium acetate,CC[NH2+]CC.CC(=O)[O-]
347,1-butyl-3-methylimidazolium methylsulfate,CCCCn1cc[n+](c1)C.COS(=O)(=O)[O-]
348,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
349,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",C[n+]1cc[nH]c1.CC(CC(C)(C)C)CP(=O)(CC(C)CC(C)(C)C)[O-]
350,trihexyl(tetradecyl)phosphonium chloride,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.[Cl-]
351,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
352,1-ethyl-3-methylimidazolium ethyl sulfate,CCn1cc[n+](c1)C.CCOS(=O)(=O)[O-]
353,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",C[n+]1cc[nH]c1.CC(CC(C)(C)C)CP(=O)(CC(C)CC(C)(C)C)[O-]
354,trihexyl(tetradecyl)phosphonium chloride,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.[Cl-]
355,1-butyl-3-methylimidazolium chloride,CCCCn1cc[n+](c1)C.[Cl-]
356,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F
357,1-butyl-3-methylimidazolium iodide,CCCCn1cc[n+](c1)C.[I-]
358,1-methyl-3-octylimidazolium chloride,CCCCCCCCn1cc[n+](c1)C.[Cl-]
359,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F
360,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
361,1-hexyl-3-methylimidazolium chloride,CCCCCCn1cc[n+](c1)C.[Cl-]
362,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F
363,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
364,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,C[n+]1ccn(c1)CCO.[B-](F)(F)(F)F
365,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate",Cn1cc[n+](c1C)CCO.[B-](F)(F)(F)F
366,propylammonium acetate,CCC[NH3+].CC(=O)[O-]
367,ethylammonium acetate,CC[NH3+].CC(=O)[O-]
368,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F
369,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
370,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,CCn1cc[n+](c1)C.Cc1ccc(cc1)S(=O)(=O)[O-]
371,1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,CCCCn1cc[n+](c1)C.COCCOCCOS(=O)(=O)[O-]
372,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
373,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
374,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",CCn1cc[n+](c1C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
375,1-butyl-4-methylpyridinium tetrafluoroborate,CCCC[n+]1ccc(cc1)C.[B-](F)(F)(F)F
376,1-butyl-4-methylpyridinium tetrafluoroborate,CCCC[n+]1ccc(cc1)C.[B-](F)(F)(F)F
377,ammonium dinitramide,QUERY NOT FOUND
378,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F
379,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
380,1-butyl-3-methylimidazolium acetate,CCCCn1cc[n+](c1)C.CC(=O)[O-]
381,1-propyl-3-methylimidazolium acetate,CCCn1cc[n+](c1)C.CC(=O)[O-]
382,1-methyl-3-pentylimidazolium acetate,c1c[n+](cn1CCCCC)C.CC(=O)[O-]
383,3-hexyl-1-methylimidazolium acetate,CCCCCCn1cc[n+](c1)C.CC(=O)[O-]
384,1-ethyl-3-methylimidazolium acetate,CCn1cc[n+](c1)C.CC(=O)[O-]
385,1-butyl-3-methylimidazolium hydrogen sulfate,CCCCn1cc[n+](c1)C.OS(=O)(=O)[O-]
386,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
387,1-butyl-3-methylimidazolium nitrate,CCCCn1cc[n+](c1)C.[N+](=O)([O-])[O-]
388,ethylammonium lactate,CC[NH3+].CC(C(=O)[O-])O
389,2-methylpropylammonium formate,CC(C)C[NH3+].C(=O)[O-]
390,ethylammonium formate,CC[NH3+].C(=O)[O-]
391,2-aminoethanol-2-hydroxypropanoate,SPACING ERROR
392,ethylammonium hydrogen sulfate,CC[NH3+].OS(=O)(=O)[O-]
393,2-hydroxypropanaminium formate,CC(C[NH3+])O.C(=O)[O-]
394,methanaminium formate,C[NH3+].C(=O)[O-]
395,ethanolammonium nitrate,[NH3+]CCO.[N+](=O)([O-])[O-]
396,butylammonium formate,QUERY NOT FOUND
397,ethylammonium nitrate,CC[NH3+].[N+](=O)([O-])[O-]
398,ethylammonium glycolate,CC[NH3+].C(C(=O)[O-])O
399,ethylammonium butyrate,CC[NH3+].CCCC(=O)[O-]
400,2-methylbutylammonium formate,[NH3+]CC(C)CC.C(=O)[O-]
401,pentylammonium formate,CCCCC[NH3+].C(=O)[O-]
402,ethylammonium propionate,CC[NH3+].CCC(=O)[O-]
403,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,CCCCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
404,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,CCC[n+]1cccc(c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
405,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1cccc(c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
406,1-ethyl-3-methylimidazolium ethyl sulfate,CCn1cc[n+](c1)C.CCOS(=O)(=O)[O-]
407,1-ethyl-3-methylimidazolium ethyl sulfate,CCn1cc[n+](c1)C.CCOS(=O)(=O)[O-]
408,1-ethyl-3-methylimidazolium ethyl sulfate,CCn1cc[n+](c1)C.CCOS(=O)(=O)[O-]
409,1-ethyl-3-methylimidazolium ethyl sulfate,CCn1cc[n+](c1)C.CCOS(=O)(=O)[O-]
410,1-ethyl-3-methylpyridinium ethylsulfate,CC[n+]1cccc(c1)C.CCOS(=O)(=O)[O-]
411,1-ethyl-3-methylpyridinium ethylsulfate,CC[n+]1cccc(c1)C.CCOS(=O)(=O)[O-]
412,1-ethyl-3-methylimidazolium ethyl sulfate,CCn1cc[n+](c1)C.CCOS(=O)(=O)[O-]
413,1-ethyl-3-methylpyridinium ethylsulfate,CC[n+]1cccc(c1)C.CCOS(=O)(=O)[O-]
414,1-ethyl-3-methylimidazolium ethyl sulfate,CCn1cc[n+](c1)C.CCOS(=O)(=O)[O-]
415,1-ethyl-3-methylpyridinium ethylsulfate,CC[n+]1cccc(c1)C.CCOS(=O)(=O)[O-]
416,1-ethyl-3-methylpyridinium ethylsulfate,CC[n+]1cccc(c1)C.CCOS(=O)(=O)[O-]
417,1-ethyl-3-methylpyridinium ethylsulfate,CC[n+]1cccc(c1)C.CCOS(=O)(=O)[O-]
418,1-ethyl-3-methylpyridinium ethylsulfate,CC[n+]1cccc(c1)C.CCOS(=O)(=O)[O-]
419,1-ethyl-3-methylpyridinium ethylsulfate,CC[n+]1cccc(c1)C.CCOS(=O)(=O)[O-]
420,1-ethyl-3-methylimidazolium ethyl sulfate,CCn1cc[n+](c1)C.CCOS(=O)(=O)[O-]
421,1-butyl-1-methylpyrrolidinium dicyanamide,CCCC[N+]1(CCCC1)C.C(#N)[N-]C#N
422,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-]
423,1-ethylpyridinium ethyl sulfate,CC[n+]1ccccc1.CCOS(=O)(=O)[O-]
424,1-ethylpyridinium ethyl sulfate,CC[n+]1ccccc1.CCOS(=O)(=O)[O-]
425,1-ethylpyridinium ethyl sulfate,CC[n+]1ccccc1.CCOS(=O)(=O)[O-]
426,1-hexyl-3-methylimidazolium chloride,CCCCCCn1cc[n+](c1)C.[Cl-]
427,"N,N,N',N'-tetramethylguanidine 2,2,2-trifluoroacetate",CN(C)C(=[NH2+])N(C)C.C(=O)(C(F)(F)F)[O-]
428,"1,1,3,3-tetramethylguanidinium trifluoromethanesulfonate",CN(C)C(=[N+](C)C)N.C(F)(F)(F)S(=O)(=O)[O-]
429,"1,1,3,3-tetramethylguanidinium lactate",CN(C)C(=[N+](C)C)N.CC(C(=O)[O-])O
430,"1-butyl-1',2,2',3,3',4,4',5-octamethylferrocenium, tetracyanoethylenide",QUERY NOT FOUND
431,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F
432,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
433,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
434,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
435,1-hexyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCCCn1cc[n+](c1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F
436,1-octyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCCCCCn1cc[n+](c1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F
437,1-decyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCCCCCCCn1cc[n+](c1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F
438,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F
439,"1,5-diamino-4-methyl-4,5-dihydro-1H-tetrazol-1-ium nitrate",QUERY NOT FOUND
